step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
412,CASH_OUT,381977.83,C1101780451,381977.83,0.0,C806070403,0.0,381977.83,1,0
130,CASH_OUT,1494432.21,C735684642,1494432.21,0.0,C653403017,0.0,1494432.21,1,0
490,CASH_OUT,3641525.7,C520336445,3641525.7,0.0,C1651162496,599102.39,4240628.09,1,0
581,TRANSFER,414153.16,C239145615,414153.16,0.0,C1124752775,0.0,0.0,1,0
553,TRANSFER,244312.69,C1640049585,244312.69,0.0,C542321512,0.0,0.0,1,0
6,CASH_OUT,13704.0,C1421965867,13704.0,0.0,C1438594533,3382.84,143675.35,1,0
387,CASH_OUT,1.0E7,C618976547,1.0E7,0.0,C1908782637,0.0,1.0E7,1,0
386,TRANSFER,879810.51,C739793738,879810.51,0.0,C1971770785,0.0,0.0,1,0
238,TRANSFER,1.0E7,C1028530067,1.527477352E7,5274773.52,C1390461904,0.0,0.0,1,0
521,TRANSFER,157277.0,C1601578028,157277.0,0.0,C49314331,0.0,0.0,1,0
338,CASH_OUT,143340.15,C1451066476,143340.15,0.0,C91478894,459383.83,602723.98,1,0
449,CASH_OUT,1965786.11,C1721232424,1965786.11,0.0,C895676218,2223.45,1968009.57,1,0
254,CASH_OUT,900362.48,C72000056,900362.48,0.0,C261355078,0.0,900362.48,1,0
537,CASH_OUT,340119.98,C1783169722,340119.98,0.0,C1911284764,3680505.2,4020625.18,1,0
228,CASH_OUT,497526.17,C818466696,497526.17,0.0,C2025446764,0.0,497526.17,1,0
177,CASH_OUT,452804.42,C261442623,452804.42,0.0,C2037489278,4020.0,0.0,1,0
522,CASH_OUT,545780.7,C68418619,545780.7,0.0,C1298522904,0.0,545780.7,1,0
329,CASH_OUT,3551022.86,C1267379776,3551022.86,0.0,C355648963,196995.31,3748018.17,1,0
217,TRANSFER,92057.19,C961544544,92057.19,0.0,C1243210934,0.0,0.0,1,0
518,TRANSFER,22048.19,C1780908136,22048.19,0.0,C70941868,0.0,0.0,1,0
186,CASH_OUT,327282.92,C1217101602,327282.92,0.0,C918968605,83491.6,410774.52,1,0
563,TRANSFER,102371.12,C1876954807,102371.12,0.0,C345453750,0.0,0.0,1,0
281,TRANSFER,441892.92,C1660730946,441892.92,0.0,C1069601920,0.0,0.0,1,0
724,TRANSFER,309488.9,C296795076,309488.9,0.0,C658980177,0.0,0.0,1,0
377,CASH_OUT,434006.52,C934940485,434006.52,0.0,C534184245,1381449.3,1815455.82,1,0
385,CASH_OUT,868004.62,C1857489498,868004.62,0.0,C1695916272,0.0,868004.62,1,0
637,TRANSFER,107246.03,C1311270979,107246.03,0.0,C1050312634,0.0,0.0,1,0
714,TRANSFER,280258.44,C1438677474,280258.44,0.0,C1955533905,0.0,0.0,1,0
470,CASH_OUT,864994.24,C676427076,864994.24,0.0,C1523524779,266074.0,1028020.38,1,0
498,CASH_OUT,142791.28,C1386219117,142791.28,0.0,C1444718945,724053.13,866844.41,1,0
64,TRANSFER,436317.49,C927898109,436317.49,0.0,C542075780,0.0,0.0,1,0
30,CASH_OUT,236947.25,C474899128,236947.25,0.0,C116505755,70084.28,307031.53,1,0
636,TRANSFER,146095.73,C1225529288,146095.73,0.0,C1204122756,0.0,0.0,1,0
74,TRANSFER,85637.08,C1809932675,85637.08,0.0,C1098977292,0.0,0.0,1,0
614,CASH_OUT,4212682.84,C1612893678,4212682.84,0.0,C1786445505,9728.68,4222411.52,1,0
397,CASH_OUT,40433.84,C1570947686,40433.84,0.0,C264905244,138722.95,179156.79,1,0
519,TRANSFER,108994.49,C1309155420,108994.49,0.0,C1022058652,0.0,0.0,1,0
691,TRANSFER,84174.31,C1766174104,84174.31,0.0,C2119229294,0.0,0.0,1,0
460,TRANSFER,76548.48,C2008095547,76548.48,0.0,C2016906281,0.0,0.0,1,0
646,TRANSFER,43071.62,C1047530413,43071.62,0.0,C665289555,0.0,0.0,1,0
538,TRANSFER,37436.78,C985397867,37436.78,0.0,C131807418,0.0,0.0,1,0
730,CASH_OUT,1.0E7,C315149365,1.0E7,0.0,C574552283,62895.13,1.006289513E7,1,0
686,CASH_OUT,1411271.23,C326865678,1411271.23,0.0,C445084724,579602.96,1990874.19,1,0
398,CASH_OUT,371771.44,C1654533591,371771.44,0.0,C23426726,4665671.71,5037443.15,1,0
66,TRANSFER,2322909.69,C1795295,2322909.69,0.0,C658604431,0.0,0.0,1,0
220,TRANSFER,1179162.08,C347805386,1179162.08,0.0,C1668428176,0.0,0.0,1,0
425,CASH_OUT,460434.46,C913609699,460434.46,0.0,C1256545087,1046172.48,1506606.94,1,0
187,TRANSFER,856386.66,C625994500,856386.66,0.0,C2116199681,0.0,0.0,1,0
314,CASH_OUT,271150.29,C1431720928,271150.29,0.0,C1276777256,105282.66,376432.95,1,0
542,CASH_OUT,736521.51,C2022182585,736521.51,0.0,C618622080,77874.55,814396.06,1,0
18,CASH_OUT,508782.2,C576782065,0.0,0.0,C2090737806,1082007.65,1590789.85,1,0
487,TRANSFER,1205760.86,C1553540945,1205760.86,0.0,C758612821,0.0,0.0,1,0
158,TRANSFER,2118548.31,C944291289,2118548.31,0.0,C1812394999,0.0,0.0,1,0
258,CASH_OUT,2684142.41,C1423321917,2684142.41,0.0,C1442224179,209538.74,2893681.15,1,0
57,CASH_OUT,354441.19,C633069844,354441.19,0.0,C1718989078,452296.45,806737.65,1,0
205,CASH_OUT,245694.84,C1615152184,245694.84,0.0,C459404146,0.0,245694.84,1,0
415,TRANSFER,461369.99,C152541672,461369.99,0.0,C14138104,0.0,0.0,1,0
689,CASH_OUT,953615.38,C1034067842,953615.38,0.0,C64488744,0.0,953615.38,1,0
106,CASH_OUT,2231.46,C967408302,2231.46,0.0,C2089340835,0.0,2231.46,1,0
163,TRANSFER,762135.72,C1455660898,762135.72,0.0,C364400523,0.0,0.0,1,0
217,CASH_OUT,538312.05,C1411459679,538312.05,0.0,C1106299275,473640.86,1011952.91,1,0
327,CASH_OUT,634385.97,C998715487,634385.97,0.0,C198443055,463366.45,1097752.42,1,0
614,CASH_OUT,309061.5,C934745802,309061.5,0.0,C952194929,218006.55,527068.05,1,0
228,TRANSFER,4526748.52,C81587291,4526748.52,0.0,C360497591,0.0,0.0,1,0
56,CASH_OUT,82767.31,C1447707746,82767.31,0.0,C133385139,401173.22,483940.53,1,0
521,TRANSFER,5087422.03,C1720256828,5087422.03,0.0,C1859977645,0.0,0.0,1,0
222,CASH_OUT,211628.75,C1710697792,211628.75,0.0,C408442101,23970.72,235599.46,1,0
361,TRANSFER,140807.76,C260837580,140807.76,0.0,C1657343316,0.0,0.0,1,0
329,TRANSFER,338062.05,C1562312616,338062.05,0.0,C227222097,0.0,0.0,1,0
104,CASH_OUT,655294.3,C300902846,655294.3,0.0,C443990229,1510159.85,2165454.15,1,0
697,CASH_OUT,106850.22,C1154596153,106850.22,0.0,C332712449,225081.54,331931.76,1,0
600,CASH_OUT,1649039.58,C1136602497,1649039.58,0.0,C1436350970,1970152.93,3619192.51,1,0
191,CASH_OUT,132294.93,C1830094235,132294.93,0.0,C178892179,640652.41,772947.34,1,0
350,CASH_OUT,915672.67,C1425610386,915672.67,0.0,C1547228019,999821.05,1915493.72,1,0
310,TRANSFER,1868438.44,C1589465909,1868438.44,0.0,C749177191,0.0,0.0,1,0
193,CASH_OUT,103368.58,C225886337,103368.58,0.0,C1347548584,0.0,103368.58,1,0
539,TRANSFER,198888.16,C1580456535,198888.16,0.0,C1660535185,0.0,0.0,1,0
161,CASH_OUT,538428.86,C1369254106,538428.86,0.0,C247089725,0.0,538428.86,1,0
151,CASH_OUT,273746.13,C1899026016,273746.13,0.0,C1685224113,2976802.87,3250549.0,1,0
1,TRANSFER,181.0,C1305486145,181.0,0.0,C553264065,0.0,0.0,1,0
741,TRANSFER,1.0E7,C88849251,2.567454789E7,1.567454789E7,C1939028448,0.0,0.0,1,0
64,TRANSFER,3097121.75,C941791959,3097121.75,0.0,C1945517835,0.0,0.0,1,0
558,TRANSFER,209829.57,C955753523,209829.57,0.0,C1528787754,0.0,0.0,1,0
508,CASH_OUT,385050.58,C1629594935,385050.58,0.0,C1259203714,1482899.76,1867950.34,1,0
303,CASH_OUT,786480.78,C1520540866,786480.78,0.0,C433336667,1590386.44,2376867.23,1,0
245,CASH_OUT,124311.57,C1704192820,124311.57,0.0,C1482135742,116019.29,240330.86,1,0
270,CASH_OUT,757422.83,C521408654,757422.83,0.0,C1512688061,1557751.33,2315174.16,1,0
260,TRANSFER,175597.64,C851065850,175597.64,0.0,C1996124584,0.0,0.0,1,0
34,TRANSFER,30917.39,C1302461032,30917.39,0.0,C1058590682,0.0,0.0,1,0
717,CASH_OUT,116798.38,C1129119075,116798.38,0.0,C1592225219,896815.57,1013613.95,1,0
692,CASH_OUT,255557.12,C2122166618,255557.12,0.0,C1891359614,465803.07,721360.2,1,0
421,CASH_OUT,207021.45,C694763247,207021.45,0.0,C1770009220,0.0,207021.45,1,0
678,CASH_OUT,749316.7,C266009460,749316.7,0.0,C979680839,129235.97,878552.67,1,0
610,TRANSFER,298754.96,C2016166822,298754.96,0.0,C1961561601,0.0,0.0,1,0
307,CASH_OUT,1072345.79,C1155543640,1072345.79,0.0,C867904898,0.0,1072345.79,1,0
650,TRANSFER,1264551.38,C1504697378,1264551.38,0.0,C1780665537,0.0,0.0,1,0
590,TRANSFER,2117503.53,C1884000068,2117503.53,0.0,C251292280,0.0,0.0,1,0
438,TRANSFER,1648547.69,C1184464536,1648547.69,0.0,C919670437,0.0,0.0,1,0
74,CASH_OUT,59813.61,C1784961866,59813.61,0.0,C1245192492,0.0,59813.61,1,0
177,TRANSFER,68536.24,C1139422478,68536.24,0.0,C248138217,0.0,0.0,1,0
675,CASH_OUT,950766.15,C1344002266,950766.15,0.0,C837820627,0.0,950766.15,1,0
214,CASH_OUT,116419.58,C1788778854,116419.58,0.0,C1212953381,177874.9,294294.48,1,0
578,CASH_OUT,190815.79,C669797835,190815.79,0.0,C1179424644,1686901.31,1877717.1,1,0
310,CASH_OUT,1085637.56,C1409592985,1085637.56,0.0,C1064567159,0.0,1085637.56,1,0
343,CASH_OUT,540530.08,C1305572067,540530.08,0.0,C362968415,3707887.19,4248417.27,1,0
9,TRANSFER,361559.69,C1287719145,361559.69,0.0,C352239275,0.0,141302.12,1,0
741,CASH_OUT,383661.1,C369315575,383661.1,0.0,C2069429837,1788112.7,2171773.8,1,0
542,CASH_OUT,5166393.44,C1354111086,5166393.44,0.0,C1655452584,0.0,5166393.44,1,0
238,CASH_OUT,65091.34,C1854275574,65091.34,0.0,C1828878126,0.0,65091.34,1,0
368,TRANSFER,200419.12,C197020106,200419.12,0.0,C1227889272,0.0,0.0,1,0
38,CASH_OUT,7567170.36,C1891733615,7567170.36,0.0,C1599314459,345425.4,7912595.75,1,0
493,CASH_OUT,1214511.61,C1966863341,1214511.61,0.0,C570490831,0.0,1214511.61,1,0
113,TRANSFER,314976.75,C846061626,314976.75,0.0,C314158626,0.0,0.0,1,0
497,TRANSFER,1416055.74,C1046272255,1416055.74,0.0,C1677911450,0.0,0.0,1,0
36,CASH_OUT,636.0,C1789723757,636.0,0.0,C236701409,0.0,636.0,1,0
387,CASH_OUT,0.0,C1294472700,0.0,0.0,C1325541393,7970766.57,7970766.57,1,0
267,TRANSFER,1654055.02,C656737839,1654055.02,0.0,C679697619,0.0,0.0,1,0
46,CASH_OUT,736370.54,C533706573,736370.54,0.0,C1063608678,556478.62,1292849.15,1,0
730,TRANSFER,1.0E7,C726730575,5.731625505E7,4.731625505E7,C1364745638,0.0,0.0,1,0
138,TRANSFER,234723.4,C614130152,234723.4,0.0,C1884751175,0.0,0.0,1,0
540,TRANSFER,3707342.38,C374837876,3707342.38,0.0,C369028557,0.0,0.0,1,0
591,CASH_OUT,609239.75,C1997221686,609239.75,0.0,C1705000386,236427.49,845667.24,1,0
68,TRANSFER,1858515.57,C1530003925,1858515.57,0.0,C1195646619,0.0,0.0,1,0
439,TRANSFER,203119.08,C1294508143,203119.08,0.0,C1542262415,0.0,0.0,1,0
667,CASH_OUT,71554.74,C1625817062,71554.74,0.0,C1560648238,527488.43,599043.17,1,0
320,TRANSFER,767879.02,C1642679195,767879.02,0.0,C289912687,0.0,0.0,1,0
190,TRANSFER,1.0E7,C1102554601,1.018551021E7,185510.21,C335271811,0.0,0.0,1,0
150,TRANSFER,147171.3,C299814057,147171.3,0.0,C1248568402,0.0,0.0,1,0
541,CASH_OUT,107320.81,C1750249599,107320.81,0.0,C1535674446,289571.44,396892.25,1,0
504,CASH_OUT,262678.53,C1216671275,262678.53,0.0,C1747817225,577129.04,839807.57,1,0
43,TRANSFER,93459.89,C1518273469,93459.89,0.0,C1076725693,0.0,0.0,1,0
683,TRANSFER,34502.7,C2045698445,34502.7,0.0,C117267228,0.0,0.0,1,0
360,CASH_OUT,261742.96,C1019233817,261742.96,0.0,C97431469,202735.19,464478.14,1,0
303,CASH_OUT,199870.29,C1433739978,199870.29,0.0,C1449860779,312392.33,512262.62,1,0
709,CASH_OUT,242296.17,C657317205,242296.17,0.0,C144113427,0.0,242296.17,1,0
177,TRANSFER,63210.91,C389894341,63210.91,0.0,C118998348,0.0,0.0,1,0
142,TRANSFER,346374.54,C171834973,346374.54,0.0,C1249377837,0.0,0.0,1,0
692,TRANSFER,466218.08,C723093483,466218.08,0.0,C1437715288,0.0,0.0,1,0
610,TRANSFER,646676.42,C1136893398,646676.42,0.0,C850364228,0.0,0.0,1,0
620,CASH_OUT,295205.08,C1005007866,295205.08,0.0,C930467576,55972.48,351177.56,1,0
461,CASH_OUT,227955.85,C1180847965,227955.85,0.0,C217315121,2560547.71,2788503.56,1,0
340,TRANSFER,26478.48,C1021627549,26478.48,0.0,C513494131,0.0,0.0,1,0
398,TRANSFER,50722.16,C870531652,50722.16,0.0,C1469155891,0.0,0.0,1,0
600,CASH_OUT,7363709.23,C1402128249,7363709.23,0.0,C734547406,0.0,7363709.23,1,0
428,TRANSFER,183306.21,C1833004950,183306.21,0.0,C1079318732,0.0,0.0,1,0
458,TRANSFER,22140.87,C1032891419,22140.87,0.0,C347989965,0.0,0.0,1,0
560,CASH_OUT,91655.26,C7511880,91655.26,0.0,C1495941646,133662.97,225318.23,1,0
736,CASH_OUT,53315.31,C810591075,53315.31,0.0,C1614619549,0.0,53315.31,1,0
550,CASH_OUT,21418.86,C198033049,21418.86,0.0,C403681217,534670.27,556089.13,1,0
561,CASH_OUT,31945.44,C366088606,31945.44,0.0,C1251565216,95415.09,127360.53,1,0
627,TRANSFER,2756011.78,C484256849,2756011.78,0.0,C1955850901,0.0,0.0,1,0
626,CASH_OUT,32382.31,C619482373,32382.31,0.0,C1978751367,0.0,32382.31,1,0
535,CASH_OUT,72878.02,C1080600836,72878.02,0.0,C1836993798,55093.16,127971.18,1,0
288,CASH_OUT,44116.87,C820569216,44116.87,0.0,C1301835304,0.0,44116.87,1,0
457,CASH_OUT,283415.1,C1663497956,283415.1,0.0,C1331429328,0.0,283415.1,1,0
339,CASH_OUT,1532281.61,C337289783,1532281.61,0.0,C976257399,0.0,1532281.61,1,0
320,TRANSFER,248409.56,C2096636104,248409.56,0.0,C1589898085,0.0,0.0,1,0
279,CASH_OUT,144044.35,C362205540,144044.35,0.0,C1641586450,0.0,144044.35,1,0
576,CASH_OUT,1322277.84,C1585759405,1322277.84,0.0,C1855735331,0.0,1322277.84,1,0
695,CASH_OUT,1305754.09,C288815046,1305754.09,0.0,C1715910544,0.0,1305754.09,1,0
726,TRANSFER,316882.94,C1238333344,316882.94,0.0,C1708390598,0.0,0.0,1,0
281,TRANSFER,1030417.74,C1060613319,1030417.74,0.0,C1653587362,0.0,0.0,1,0
34,TRANSFER,1462355.44,C2112073607,1462355.44,0.0,C399994587,0.0,0.0,1,0
68,TRANSFER,2026529.56,C607970446,2026529.56,0.0,C1306842666,0.0,0.0,1,0
117,CASH_OUT,1761021.33,C1485024283,1761021.33,0.0,C1222847172,9967.28,1770988.61,1,0
737,TRANSFER,167606.49,C1631161002,167606.49,0.0,C2099952089,0.0,0.0,1,0
9,TRANSFER,244068.01,C1087133093,244068.01,0.0,C1855553543,0.0,0.0,1,0
239,CASH_OUT,63944.13,C963749685,63944.13,0.0,C816242963,3034987.39,3098931.52,1,0
221,TRANSFER,1123561.68,C1234309969,1123561.68,0.0,C587188586,0.0,0.0,1,0
523,CASH_OUT,7603589.38,C1668909596,7603589.38,0.0,C1668215397,299845.14,7903434.51,1,0
16,CASH_OUT,2701905.3,C2140905252,2701905.3,0.0,C970796050,57418.0,2759323.3,1,0
58,CASH_OUT,3156421.43,C597790533,3156421.43,0.0,C1365109989,181440.45,3337861.88,1,0
367,CASH_OUT,902483.91,C1202457928,902483.91,0.0,C2142717530,2271023.91,3173507.82,1,0
478,TRANSFER,51183.25,C1783931496,51183.25,0.0,C10748060,0.0,0.0,1,0
375,TRANSFER,667733.81,C1449311251,667733.81,0.0,C1975743671,0.0,0.0,1,0
171,CASH_OUT,1777674.32,C1402549847,1777674.32,0.0,C354225366,1953534.39,3731208.71,1,0
78,CASH_OUT,1321091.25,C1817853136,1321091.25,0.0,C1040572676,0.0,1321091.25,1,0
102,CASH_OUT,548335.12,C687300462,548335.12,0.0,C1048805642,6534669.47,7083004.6,1,0
557,CASH_OUT,188844.13,C106930724,188844.13,0.0,C519905782,146960.09,335804.22,1,0
503,CASH_OUT,56290.17,C1206601325,56290.17,0.0,C1160408555,1.048403658E7,1.054032675E7,1,0
212,CASH_OUT,1220.8,C248395903,1220.8,0.0,C154068331,338688.89,339909.69,1,0
108,TRANSFER,7060216.94,C1821246962,7060216.94,0.0,C1379131960,0.0,0.0,1,0
462,CASH_OUT,102464.68,C287402036,102464.68,0.0,C95792829,117288.38,219753.06,1,0
689,TRANSFER,6174385.48,C1025625307,6174385.48,0.0,C1773172922,0.0,0.0,1,0
110,TRANSFER,535654.59,C108472489,535654.59,0.0,C1349687631,0.0,0.0,1,0
65,TRANSFER,881811.11,C920552627,881811.11,0.0,C1105243161,0.0,0.0,1,0
728,TRANSFER,287040.14,C601193350,287040.14,0.0,C676682698,0.0,0.0,1,0
431,CASH_OUT,3718503.37,C1652874527,3718503.37,0.0,C1330039975,4365225.42,8083728.79,1,0
243,CASH_OUT,1290193.08,C876181265,1290193.08,0.0,C24324787,0.0,1290193.08,1,0
270,TRANSFER,1998327.96,C1905022556,1998327.96,0.0,C279654004,0.0,0.0,1,0
388,TRANSFER,6703831.4,C1227628504,6703831.4,0.0,C1056406503,0.0,0.0,1,0
399,TRANSFER,1082200.06,C1568123931,1082200.06,0.0,C997567120,0.0,0.0,1,0
201,TRANSFER,662276.78,C1795788636,662276.78,0.0,C772286572,0.0,0.0,1,0
686,TRANSFER,1411271.23,C1426773355,1411271.23,0.0,C285961012,0.0,0.0,1,0
324,TRANSFER,450458.78,C1707425123,450458.78,0.0,C226736635,0.0,0.0,1,0
733,TRANSFER,905919.58,C1435012203,905919.58,0.0,C450820106,0.0,0.0,1,0
170,CASH_OUT,147649.37,C41202461,147649.37,0.0,C755223579,1276920.56,1424569.93,1,0
282,TRANSFER,16296.46,C826788482,16296.46,0.0,C260162600,0.0,0.0,1,0
84,CASH_OUT,2627070.5,C771703338,2627070.5,0.0,C1350764838,463083.63,3090154.12,1,0
383,CASH_OUT,150406.91,C911775110,150406.91,0.0,C1959198865,1903051.04,2053457.95,1,0
463,TRANSFER,219300.76,C60906417,219300.76,0.0,C1482453836,0.0,0.0,1,0
495,TRANSFER,58737.53,C185461868,58737.53,0.0,C91345740,0.0,0.0,1,0
487,TRANSFER,367980.99,C1573491047,367980.99,0.0,C1416004532,0.0,0.0,1,0
58,TRANSFER,3156421.43,C1609180237,3156421.43,0.0,C1443408255,0.0,0.0,1,0
363,TRANSFER,216534.86,C152821682,216534.86,0.0,C580582167,0.0,0.0,1,0
80,CASH_OUT,244814.12,C696147355,244814.12,0.0,C1941798570,7106855.47,7351669.59,1,0
341,TRANSFER,414394.38,C934172571,414394.38,0.0,C97161291,0.0,0.0,1,0
374,CASH_OUT,200418.1,C1423336678,200418.1,0.0,C1172683481,902091.87,1102509.97,1,0
519,CASH_OUT,1049424.26,C182308284,1049424.26,0.0,C691520434,0.0,1049424.26,1,0
131,TRANSFER,53340.45,C778841349,53340.45,0.0,C512420448,0.0,0.0,1,0
9,CASH_OUT,244068.01,C507466068,244068.01,0.0,C706331499,0.0,338538.16,1,0
471,CASH_OUT,504344.93,C1384579214,504344.93,0.0,C1459458578,73094.14,577439.07,1,0
78,TRANSFER,113829.89,C973342461,113829.89,0.0,C631818291,0.0,0.0,1,0
606,TRANSFER,228803.98,C98844007,228803.98,0.0,C1849389849,0.0,0.0,1,0
563,CASH_OUT,633610.66,C382898342,633610.66,0.0,C1625958226,0.0,633610.66,1,0
64,TRANSFER,31574.65,C1061680194,31574.65,0.0,C2009518683,0.0,0.0,1,0
362,CASH_OUT,174.92,C722054736,174.92,0.0,C1009545186,29134.25,29309.17,1,0
305,CASH_OUT,1754597.44,C937470096,1754597.44,0.0,C363508140,354948.04,2109545.48,1,0
24,CASH_OUT,291305.98,C1962370851,291305.98,0.0,C1560190757,954554.82,1247963.68,1,0
742,CASH_OUT,1819543.69,C1039979813,1819543.69,0.0,C2078394828,0.0,1819543.69,1,0
641,CASH_OUT,19646.09,C585116119,19646.09,0.0,C275095873,0.0,19646.09,1,0
656,CASH_OUT,5349.74,C379668471,5349.74,0.0,C1699960133,585780.87,591130.61,1,0
694,CASH_OUT,6204.71,C22483962,6204.71,0.0,C377452670,0.0,6204.71,1,0
125,TRANSFER,222097.11,C988834023,222097.11,0.0,C21867933,0.0,0.0,1,0
2,TRANSFER,18627.02,C1375503918,18627.02,0.0,C234430897,0.0,0.0,1,0
659,CASH_OUT,50577.26,C1270665617,50577.26,0.0,C465118409,9581426.29,9632003.55,1,0
120,CASH_OUT,1860190.06,C1426147702,1860190.06,0.0,C1451093652,300576.4,2160766.46,1,0
613,TRANSFER,2155569.91,C1429181782,2155569.91,0.0,C1486162037,0.0,0.0,1,0
38,CASH_OUT,360688.3,C62190783,360688.3,0.0,C1187610031,0.0,360688.3,1,0
523,CASH_OUT,1200702.71,C5707548,1200702.71,0.0,C554572940,370244.35,1570947.06,1,0
94,CASH_OUT,460635.82,C1563063305,460635.82,0.0,C262427288,544728.69,1005364.51,1,0
314,TRANSFER,271150.29,C213083209,271150.29,0.0,C1918913776,0.0,0.0,1,0
164,TRANSFER,177680.54,C485323920,177680.54,0.0,C1780714769,0.0,0.0,1,0
554,CASH_OUT,1.0E7,C2038780073,1.0E7,0.0,C1355993578,0.0,1.0E7,1,0
554,TRANSFER,3576297.1,C193696150,3576297.1,3576297.1,C484597480,0.0,0.0,1,1
170,TRANSFER,6302888.93,C1224347529,6302888.93,0.0,C938248377,0.0,0.0,1,0
657,TRANSFER,24853.41,C1934228765,24853.41,0.0,C1515275129,0.0,0.0,1,0
339,CASH_OUT,6515.64,C1003695704,6515.64,0.0,C1822078212,15607.94,22123.59,1,0
56,TRANSFER,325242.69,C464286204,325242.69,0.0,C1532660344,0.0,0.0,1,0
721,TRANSFER,71216.62,C2104908972,71216.62,0.0,C859732085,0.0,0.0,1,0
501,CASH_OUT,73328.47,C486475029,73328.47,0.0,C710448547,121670.8,194999.27,1,0
729,CASH_OUT,90026.9,C157425928,90026.9,0.0,C1303144727,339171.02,429197.92,1,0
77,CASH_OUT,819048.34,C48810852,819048.34,0.0,C1460010933,1104098.69,1923147.03,1,0
157,TRANSFER,431356.55,C1839723035,431356.55,0.0,C1602753129,0.0,0.0,1,0
638,TRANSFER,43996.54,C856398760,43996.54,0.0,C776566815,0.0,0.0,1,0
316,TRANSFER,607684.02,C603912506,607684.02,0.0,C100427864,0.0,0.0,1,0
475,TRANSFER,1064995.85,C932045964,1064995.85,0.0,C69741433,0.0,0.0,1,0
528,TRANSFER,181224.98,C610113599,181224.98,0.0,C1123337350,0.0,0.0,1,0
447,CASH_OUT,3339489.46,C1897864068,3339489.46,0.0,C1441419882,369291.01,3708780.47,1,0
633,TRANSFER,405400.26,C2129660302,405400.26,0.0,C770221962,0.0,0.0,1,0
481,TRANSFER,548677.33,C703367289,548677.33,0.0,C428179224,0.0,0.0,1,0
130,TRANSFER,1494432.21,C2072241236,1494432.21,0.0,C165716979,0.0,0.0,1,0
18,CASH_IN,126079.53,C49543064,1829.0,127908.53,C556540298,0.0,300832.58,0,0
134,PAYMENT,4228.18,C757918540,0.0,0.0,M1676185076,0.0,0.0,0,0
256,CASH_OUT,168390.16,C1843372163,102900.92,0.0,C1013031913,1.274318773E7,1.291157788E7,0,0
354,PAYMENT,22577.06,C2127464213,36212.0,13634.94,M1702220934,0.0,0.0,0,0
35,CASH_IN,383663.42,C845661837,162.0,383825.42,C1478741712,0.0,0.0,0,0
187,TRANSFER,39699.71,C180250828,0.0,0.0,C707255289,1240929.09,1280628.8,0,0
349,TRANSFER,64018.5,C1452806049,11446.0,0.0,C706974199,0.0,64018.5,0,0
325,CASH_OUT,107238.92,C1741344420,183692.0,76453.08,C1066880295,112405.15,219644.07,0,0
330,PAYMENT,28353.22,C210647343,0.0,0.0,M362903490,0.0,0.0,0,0
160,CASH_OUT,251767.78,C1001982800,136153.0,0.0,C12764172,0.0,251767.78,0,0
42,PAYMENT,5084.46,C2138248499,61091.0,56006.54,M2027956157,0.0,0.0,0,0
277,PAYMENT,2886.9,C231518750,336595.79,333708.88,M1148946616,0.0,0.0,0,0
186,TRANSFER,29904.93,C1042251008,69419.0,39514.07,C1158585142,4236336.14,4266241.07,0,0
404,CASH_OUT,78371.15,C1268140920,30048.0,0.0,C821858970,401732.19,480103.34,0,0
345,PAYMENT,10621.47,C163808320,31218.0,20596.53,M1111137813,0.0,0.0,0,0
283,TRANSFER,421301.48,C1294112605,0.0,0.0,C1905984787,3302520.73,3723822.22,0,0
44,CASH_OUT,189805.73,C880556040,0.0,0.0,C1987368459,277912.17,569863.76,0,0
217,CASH_OUT,244943.07,C967147965,0.0,0.0,C140902910,932032.05,1176975.12,0,0
205,CASH_IN,129685.66,C1816641887,812398.61,942084.27,C2130152457,493398.63,363712.97,0,0
396,TRANSFER,105001.7,C293402393,0.0,0.0,C1834648500,199466.88,204001.14,0,0
403,CASH_IN,90497.93,C94418202,22139.0,112636.93,C1714847024,39060.25,0.0,0,0
164,CASH_IN,83473.49,C1760825723,2773902.55,2857376.04,C708718126,9473464.38,9389990.89,0,0
372,PAYMENT,10768.31,C1024562583,51693.0,40924.69,M26273943,0.0,0.0,0,0
283,PAYMENT,8828.41,C2083505187,376134.45,367306.04,M121726839,0.0,0.0,0,0
307,CASH_IN,267615.69,C1733560680,5150027.42,5417643.11,C1071807803,1455260.14,1187644.45,0,0
230,TRANSFER,1471148.05,C1828639880,135249.21,0.0,C1190095510,8173414.98,9644563.02,0,0
137,CASH_OUT,8002.88,C271080857,3739.0,0.0,C39842226,0.0,8002.88,0,0
180,CASH_IN,169980.63,C914068282,706.0,170686.63,C2114225471,2202523.85,2032543.22,0,0
234,PAYMENT,28604.82,C544775987,52551.0,23946.18,M1825512547,0.0,0.0,0,0
93,CASH_OUT,129075.95,C715299298,51616.0,0.0,C664410902,1114781.54,1243857.5,0,0
188,CASH_IN,181936.14,C1627877897,247735.0,429671.14,C859679796,957227.03,775290.89,0,0
277,CASH_OUT,231422.38,C361051204,0.0,0.0,C1453467558,2320779.76,2552202.14,0,0
131,CASH_OUT,490415.7,C454810651,40481.0,0.0,C1464562993,0.0,490415.7,0,0
301,CASH_OUT,70321.67,C1375643985,0.0,0.0,C819177068,126276.8,196598.47,0,0
